id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,48t–55t,1677,0.0002735544,1,2,0.0014787959,4,False
2,55h–56t,1588,0.0002735544,1,2,0.0008537188999999999,4,False
3,14t–8h,1564,0.0002216275,1,2,0.001404627,5,False
4,33h–36t,38345,0.0001938302,1,2,0.004134922399999999,7,False
5,57h–74h,10711,0.0001397878,1,2,0.0001397878,2,False
6,25t–9t,19819,0.0001353847,1,2,0.0004917835,4,False
7,59h–61h,4559,7.736760000000001e-05,1,2,0.00020546460000000002,3,False
8,148h–202h,38048,3.8411199999999996e-05,1,2,7.682239999999999e-05,3,False
9,62h–63t,3753,0,0,0,0.0022531636,6,False
10,10t–9h,1229,0,0,0,0.0013963243999999997,4,False
11,51h–53t,26912,0,0,0,0.0013244345999999998,5,False
12,197h–202t,88412,0,0,0,0.0010642625,4,False
13,101h–89h,64708,0,0,0,0.0010335452,4,False
14,12h–13t,2879,0,0,0,0.0010000239,4,False
15,14h–24h,1670,0,0,0,0.0007997948,4,False
16,136t–216t,7255,0,0,0,0.0007980428,3,False
17,13h–19t,1571,0,0,0,0.0007701793999999999,3,False
18,169t–191t,1913,0,0,0,0.000705155,4,False
19,15t–24t,1563,0,0,0,0.0005957572,3,False
20,5h–8t,70145,0,0,0,0.0005947874000000001,3,False
21,102t–94t,2034,0,0,0,0.00057616,3,False
22,37h–38t,1569,0,0,0,0.0005722946,3,False
23,63h–64t,1482,0,0,0,0.0005692596,3,False
24,56h–57t,6774,0,0,0,0.000554954,3,False
25,26h–29h,3373,0,0,0,0.0005541407999999999,3,False
26,71h–76t,7163,0,0,0,0.00040500979999999996,3,False
27,38h–39t,1212,0,0,0,0.0002864218,3,False
28,85h–87t,25523,0,0,0,0.0002627153,2,False
29,149t–207t,2260,0,0,0,0.000260434,2,False
30,108h–109t,1211,0,0,0,0.00025294550000000003,2,False
31,119h–120t,7206,0,0,0,0.0002514689,2,False
32,107h–108t,2002,0,0,0,0.0002382469,2,False
33,192h–194t,8952,0,0,0,0.000235993,2,False
34,76h–77t,7019,0,0,0,0.00020190589999999998,2,False
35,94h–95t,2449,0,0,0,0.00013944159999999998,2,False
36,47h–54h,1214,0,0,0,0.000134473,2,False
37,175h–176t,14953,0,0,0,0.000104869,2,False
38,82h–83t,1283,0,0,0,3.83632e-05,2,False
39,169h–170t,4954,0,0,0,3.83632e-05,2,False
40,117h–118t,1538,0,0,0,3.77743e-05,2,False
41,116h–117t,3473,0,0,0,3.77743e-05,2,False
42,211h–212t,1090,0,0,0,2.63207e-05,2,False
43,129h–75h,1698,0,0,0,1.16431e-05,2,False
44,98h–99t,1333,0,0,0,0,1,True
45,96h–98t,30303,0,0,0,0,1,True
46,88h–89t,1211,0,0,0,0,1,True
47,84h–85t,3175,0,0,0,0,1,True
48,83h–84t,42,0,0,0,0,1,True
49,81h–82t,2274,0,0,0,0,1,True
50,67h–68t,3797,0,0,0,0,1,True
51,60h–61t,2248,0,0,0,0,1,True
52,4h–5t,1574,0,0,0,0,1,True
53,49h–50t,1604,0,0,0,0,1,True
54,36h–37t,1509,0,0,0,0,1,True
55,207h–208t,1218,0,0,0,0,0,True
56,1h–2t,3301,0,0,0,0,0,True
57,188h–189t,628,0,0,0,0,1,True
58,172h–177t,2616,0,0,0,0,1,True
59,16h–17t,1853,0,0,0,0,1,True
60,162t–177h,2358,0,0,0,0,1,True
61,162h–187t,101929,0,0,0,0,1,True
62,157h–158t,26752,0,0,0,0,0,True
63,156h–157t,1,0,0,0,0,0,True
64,154h–155t,3882,0,0,0,0,0,True
65,153h–154t,1,0,0,0,0,0,True
66,152h–153t,1227,0,0,0,0,0,True
67,149h–150t,2073,0,0,0,0,1,True
68,147h–148t,3979,0,0,0,0,0,True
69,144h–145t,3840,0,0,0,0,0,True
70,143h–144t,1,0,0,0,0,1,True
71,141h–142t,774,0,0,0,0,0,True
72,138h–140t,13275,0,0,0,0,1,True
73,137h–138t,1627,0,0,0,0,0,True
74,134h–135t,1,0,0,0,0,0,True
75,133h–134t,1862,0,0,0,0,0,True
76,132h–133t,9441,0,0,0,0,0,True
77,130t–72t,2029,0,0,0,0,1,True
78,127h–129t,10480,0,0,0,0,0,True
79,123h–127t,53848,0,0,0,0,0,True
80,122h–123t,1224,0,0,0,0,0,True
81,118h–119t,2343,0,0,0,0,1,True
82,114h–115t,5615,0,0,0,0,1,True
83,103h–104t,2506,0,0,0,0,1,True
84,100t–99h,7896,0,0,0,0,1,True
