block,species,chr,chr_beg,chr_end,orientation
507,BUMA.1121.00112,1,348576,354775,+
507,BUMA.1121.00014,1,166988,173158,+
506,BUMA.1121.00112,1,336102,345004,+
506,BUMA.1121.00014,1,152698,161606,+
505,BUMA.1121.00112,1,312914,321604,+
505,BUMA.1121.00014,1,125956,134617,+
504,BUMA.1121.00112,1,298158,306626,+
504,BUMA.1121.00014,1,111465,119925,+
503,BUMA.1121.00083,1,1065240,1102343,+
503,BUMA.1121.00082,1,602484,639587,-
502,BUMA.1121.00083,1,832517,845929,+
502,BUMA.1121.00082,1,858891,872302,-
501,BUMA.1121.00091,1,1401467,1409651,+
501,BUMA.1121.00095,1,2599894,2608073,+
501,BUMA.1121.00041,1,338484,346668,-
501,BUMA.1121.00005,1,1819319,1827503,-
500,BUMA.1121.00091,1,1396013,1401465,+
500,BUMA.1121.00095,1,2592985,2598439,+
500,BUMA.1121.00041,1,346669,352121,-
500,BUMA.1121.00005,1,1827504,1832956,-
499,BUMA.1121.00091,1,1386799,1391925,+
499,BUMA.1121.00095,1,2583782,2588898,+
499,BUMA.1121.00041,1,356208,361335,-
499,BUMA.1121.00005,1,1837043,1842170,-
498,BUMA.1121.00099,1,844707,880986,+
498,BUMA.1121.00098,1,2293538,2329805,+
498,BUMA.1121.00005,1,181304,218161,-
497,BUMA.1121.00068,1,1344464,1351029,+
497,BUMA.1121.00107,1,2497865,2504441,+
496,BUMA.1121.00101,1,1695113,1701982,+
496,BUMA.1121.00107,1,628484,635355,-
495,BUMA.1121.00108,2,2612454,2621247,+
495,BUMA.1121.00078,2,766158,774951,-
495,BUMA.1121.00075,2,469908,478701,-
495,BUMA.1121.00076,2,118767,127560,+
495,BUMA.1121.00068,2,954661,963454,+
495,BUMA.1121.00100,2,394331,403124,+
495,BUMA.1121.00012,2,2563853,2572636,-
494,BUMA.1121.00108,2,2604001,2612452,+
494,BUMA.1121.00012,2,2572637,2581090,-
493,BUMA.1121.00105,1,643974,649941,+
493,BUMA.1121.00112,1,2514168,2520123,+
492,BUMA.1121.00031,1,1942478,1951302,+
