strain,character_state,character_state_annotation
BUMA.1121.00002,4,chromosomes: 2
BUMA.1121.00006,3,"chromosomes: 1, 2"
BUMA.1121.00015,3,"chromosomes: 1, 2"
BUMA.1121.00017,4,chromosomes: 2
BUMA.1121.00022,1,chromosomes: 1
BUMA.1121.00024,4,chromosomes: 2
BUMA.1121.00028,4,chromosomes: 2
BUMA.1121.00030,4,chromosomes: 2
BUMA.1121.00032,4,chromosomes: 2
BUMA.1121.00034,4,chromosomes: 2
BUMA.1121.00036,4,chromosomes: 2
BUMA.1121.00038,1,chromosomes: 1
BUMA.1121.00040,4,chromosomes: 2
BUMA.1121.00044,4,chromosomes: 2
BUMA.1121.00046,2,"chromosomes: 1, 1, 2"
BUMA.1121.00048,1,chromosomes: 1
BUMA.1121.00050,2,"chromosomes: 1, 1, 2"
BUMA.1121.00052,4,chromosomes: 2
BUMA.1121.00054,3,"chromosomes: 1, 2"
BUMA.1121.00081,3,"chromosomes: 1, 2"
BUMA.1121.00085,4,chromosomes: 2
BUMA.1121.00086,3,"chromosomes: 1, 2"
BUMA.1121.00087,4,chromosomes: 2
BUMA.1121.00010,0,no copies
BUMA.1121.00004,0,no copies
BUMA.1121.00008,0,no copies
BUMA.1121.00019,0,no copies
BUMA.1121.00020,0,no copies
BUMA.1121.00013,0,no copies
BUMA.1121.00026,0,no copies
BUMA.1121.00042,0,no copies
