block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent,insertions_count,deletions_count
560,0,0.4244460767,2,23,0.30357142857142855,False,10,13
559,0,0.4244460767,2,23,0.30357142857142855,False,10,13
558,0,0.4244460767,2,23,0.30357142857142855,False,10,13
585,1,0.3075842771999999,1,13,0.15178571428571427,False,13,0
232,2,0.2904106790999999,2,20,0.25892857142857145,False,10,10
578,3,0.24144781480000005,2,15,0.20535714285714285,False,13,2
105,4,0.2403795851999999,2,14,0.45535714285714285,False,2,12
575,5,0.23184025379999998,1,11,0.11607142857142858,False,11,0
556,6,0.200857166,2,13,0.26785714285714285,False,10,3
139,7,0.19781755409999996,2,16,0.42857142857142855,False,6,10
250,8,0.190914927,2,13,0.30357142857142855,False,2,11
249,8,0.190914927,2,13,0.30357142857142855,False,2,11
583,9,0.18782145,1,11,0.1875,False,11,1
242,10,0.17303700160000005,2,13,0.2857142857142857,False,11,2
100,11,0.16894450560000004,2,14,0.375,False,5,9
632,12,0.16657634400000002,1,10,0.11607142857142858,False,10,1
601,13,0.14010063879999995,2,14,0.17857142857142858,False,9,5
622,14,0.13221544760000004,1,9,0.09821428571428571,False,9,0
244,10,0.1299518492,2,13,0.29464285714285715,False,4,9
243,10,0.1299518492,2,13,0.29464285714285715,False,4,9
241,10,0.1299518492,2,13,0.29464285714285715,False,4,9
240,10,0.1299518492,2,13,0.29464285714285715,False,4,9
239,10,0.1299518492,2,13,0.29464285714285715,False,4,9
582,15,0.12545706500000003,1,9,0.09821428571428571,False,9,0
581,15,0.12545706500000003,1,9,0.09821428571428571,False,9,0
626,16,0.1160505072,1,8,0.08035714285714286,False,8,0
286,17,0.11172909999999998,1,8,0.4642857142857143,False,1,8
231,18,0.11131265999999998,1,8,0.21428571428571427,False,8,0
144,19,0.10215582500000002,2,12,0.5714285714285714,False,4,8
602,20,0.09053573999999999,1,7,0.0625,False,7,0
740,21,0.0885527748,1,7,0.07142857142857142,False,7,0
719,22,0.081198568,1,7,0.07142857142857142,False,7,0
98,23,0.07787162500000001,2,11,0.5625,False,4,7
495,24,0.07733163800000002,1,7,0.09821428571428571,False,7,0
615,16,0.076662708,1,7,0.08035714285714286,False,7,0
738,25,0.06889310899999998,1,6,0.0625,False,6,0
235,26,0.064750146,1,7,0.08928571428571429,False,7,0
234,27,0.06128517199999999,1,7,0.10714285714285714,False,7,1
233,27,0.06128517199999999,1,7,0.10714285714285714,False,7,1
283,28,0.05684960299999999,1,6,0.5357142857142857,False,1,6
282,28,0.05684960299999999,1,6,0.5357142857142857,False,1,6
614,29,0.050887540999999994,1,6,0.0625,False,6,0
159,30,0.04714756689999999,1,6,0.9107142857142857,False,0,6
633,31,0.04639455099999999,2,9,0.22321428571428573,False,5,4
258,32,0.0442981032,1,5,0.044642857142857144,False,5,0
257,32,0.0442981032,1,5,0.044642857142857144,False,5,0
599,33,0.03808676999999999,2,7,0.10714285714285714,False,5,2
618,34,0.037779092,1,5,0.09821428571428571,False,5,0
631,35,0.036853736,1,5,0.0625,False,5,1
362,36,0.036456804,1,5,0.9285714285714286,False,0,5
361,36,0.036456804,1,5,0.9196428571428571,False,0,5
566,37,0.036269084699999996,2,7,0.09821428571428571,False,5,2
160,30,0.036217778799999996,1,5,0.9375,False,0,5
165,30,0.0347616068,1,5,0.9375,False,0,5
164,30,0.0347616068,1,5,0.9375,False,0,5
163,30,0.0347616068,1,5,0.9375,False,0,5
600,38,0.034342094,1,5,0.05357142857142857,False,5,0
645,39,0.028311759000000002,1,4,0.03571428571428571,False,4,0
641,40,0.027161692999999997,1,4,0.03571428571428571,False,4,0
246,41,0.025561591,1,4,0.044642857142857144,False,4,0
245,41,0.025561591,1,4,0.044642857142857144,False,4,0
256,32,0.025278067,1,4,0.03571428571428571,False,4,0
99,42,0.024624714899999997,1,4,0.6339285714285714,False,1,4
720,20,0.023431622,1,4,0.03571428571428571,False,4,0
625,43,0.023266915,1,4,0.03571428571428571,False,4,0
649,44,0.023230194000000003,1,4,0.03571428571428571,False,4,0
648,44,0.023230194000000003,1,4,0.03571428571428571,False,4,0
640,45,0.022989656000000004,1,4,0.03571428571428571,False,4,0
671,46,0.0229877309,1,4,0.0625,False,4,0
680,47,0.022285271000000002,1,4,0.03571428571428571,False,4,0
617,34,0.021829244999999997,1,4,0.08035714285714286,False,4,0
684,48,0.021546981,1,4,0.03571428571428571,False,4,0
683,48,0.021546981,1,4,0.03571428571428571,False,4,0
682,48,0.021546981,1,4,0.03571428571428571,False,4,0
637,49,0.021292306,1,4,0.05357142857142857,False,4,0
471,50,0.019703996,1,4,0.07142857142857142,False,4,0
596,51,0.019667306,1,4,0.044642857142857144,False,4,0
111,52,0.0166335504,1,4,0.6696428571428571,False,0,4
507,53,0.016439363699999997,1,4,0.9553571428571429,False,0,4
506,53,0.016439363699999997,1,4,0.9553571428571429,False,0,4
162,30,0.015748355899999997,1,4,0.9464285714285714,False,0,4
161,30,0.015748355899999997,1,4,0.9464285714285714,False,0,4
289,54,0.014414604499999999,1,4,0.8303571428571429,False,1,4
288,54,0.014414604499999999,1,4,0.8303571428571429,False,1,4
39,55,0.013274374000000002,1,3,0.6964285714285714,False,0,3
716,56,0.0131562234,1,3,0.026785714285714284,False,3,0
715,56,0.0131562234,1,3,0.026785714285714284,False,3,0
604,57,0.012792595199999998,1,3,0.026785714285714284,False,3,0
745,58,0.012372227999999999,1,3,0.026785714285714284,False,3,0
725,59,0.012257175999999998,1,3,0.026785714285714284,False,3,0
594,60,0.0121184306,1,3,0.044642857142857144,False,3,0
598,61,0.012106734000000001,1,3,0.026785714285714284,False,3,0
590,62,0.011762706399999998,1,3,0.026785714285714284,False,3,0
589,62,0.011762706399999998,1,3,0.026785714285714284,False,3,0
238,63,0.011624994,1,3,0.0625,False,3,0
613,29,0.011527465999999998,1,3,0.026785714285714284,False,3,0
644,40,0.01143158,1,3,0.026785714285714284,False,3,0
643,40,0.01143158,1,3,0.026785714285714284,False,3,0
639,45,0.011316662000000002,1,3,0.026785714285714284,False,3,0
674,64,0.011189687200000001,1,3,0.0625,False,3,1
651,65,0.011136894,1,3,0.026785714285714284,False,3,0
612,66,0.010721366,1,3,0.026785714285714284,False,3,0
672,46,0.0106562486,1,3,0.05357142857142857,False,3,0
730,48,0.010610285999999998,1,3,0.026785714285714284,False,3,0
748,67,0.010571766,1,3,0.03571428571428571,False,3,0
747,67,0.010571766,1,3,0.03571428571428571,False,3,0
746,67,0.010571766,1,3,0.03571428571428571,False,3,0
647,44,0.010356474000000001,1,3,0.026785714285714284,False,3,0
676,68,0.009188188600000001,1,4,0.03571428571428571,False,4,0
263,69,0.009026948,1,3,0.07142857142857142,False,3,1
262,69,0.009026948,1,3,0.07142857142857142,False,3,1
261,69,0.009026948,1,3,0.07142857142857142,False,3,1
260,69,0.009026948,1,3,0.07142857142857142,False,3,1
281,70,0.005835349,1,2,0.7142857142857143,False,0,2
143,71,0.005400328999999999,1,2,0.7142857142857143,False,0,2
142,71,0.005400328999999999,1,2,0.7142857142857143,False,0,2
141,71,0.005400328999999999,1,2,0.7142857142857143,False,0,2
174,72,0.005250782,1,2,0.017857142857142856,False,2,0
695,43,0.005210497800000001,1,2,0.017857142857142856,False,2,0
694,73,0.0051950116,1,3,0.026785714285714284,False,3,0
743,43,0.00510406,1,2,0.017857142857142856,False,2,0
701,74,0.005022491799999999,1,2,0.017857142857142856,False,2,0
700,74,0.005022491799999999,1,2,0.017857142857142856,False,2,0
17,55,0.0049726849,1,2,0.7142857142857143,False,0,2
16,55,0.0049726849,1,2,0.7142857142857143,False,0,2
15,55,0.0049726849,1,2,0.7142857142857143,False,0,2
14,55,0.0049726849,1,2,0.7142857142857143,False,0,2
13,55,0.0049726849,1,2,0.7142857142857143,False,0,2
10,55,0.0049726849,1,2,0.7142857142857143,False,0,2
9,55,0.0049726849,1,2,0.7142857142857143,False,0,2
580,75,0.004950866,1,2,0.017857142857142856,False,2,0
678,76,0.004885891,1,2,0.017857142857142856,False,2,0
530,77,0.004822399399999999,1,2,0.9821428571428571,False,0,2
656,78,0.0048213032999999995,1,2,0.017857142857142856,False,2,0
603,79,0.004640321,1,2,0.017857142857142856,False,2,0
689,80,0.0045949041999999996,1,2,0.026785714285714284,False,2,0
737,25,0.0045873962,1,2,0.017857142857142856,False,2,0
573,81,0.0045564133,2,5,0.0625,False,2,3
561,82,0.004536226199999999,1,2,0.026785714285714284,False,2,0
287,70,0.004480784999999999,1,2,0.7053571428571429,False,0,2
557,82,0.004462459199999999,1,2,0.026785714285714284,False,2,0
736,83,0.004457984,1,2,0.017857142857142856,False,2,0
628,84,0.004456213,1,2,0.026785714285714284,False,2,0
627,84,0.004456213,1,2,0.026785714285714284,False,2,0
670,85,0.0043609373,1,2,0.017857142857142856,False,2,0
685,38,0.0043481810000000004,1,2,0.017857142857142856,False,2,0
534,86,0.0043468859999999995,1,2,0.7142857142857143,False,0,2
714,56,0.0043262627,1,2,0.017857142857142856,False,2,0
758,56,0.0043179027,1,2,0.017857142857142856,False,2,0
757,56,0.0043179027,1,2,0.017857142857142856,False,2,0
756,56,0.0043179027,1,2,0.017857142857142856,False,2,0
755,56,0.0043179027,1,2,0.017857142857142856,False,2,0
754,56,0.0043179027,1,2,0.017857142857142856,False,2,0
704,80,0.004297683,1,2,0.03571428571428571,False,2,0
675,58,0.00423822,1,2,0.017857142857142856,False,2,0
726,59,0.004216154999999999,1,2,0.017857142857142856,False,2,0
132,87,0.004196515,1,2,0.026785714285714284,False,2,0
717,88,0.004188729600000001,1,2,0.017857142857142856,False,2,0
593,60,0.004177263999999999,1,2,0.026785714285714284,False,2,0
741,40,0.004168585000000001,1,2,0.017857142857142856,False,2,0
744,89,0.004161318,1,2,0.017857142857142856,False,2,0
742,90,0.0041372990000000005,1,2,0.017857142857142856,False,2,0
554,68,0.0041314483999999995,1,3,0.0625,False,1,3
605,91,0.004122368,1,2,0.026785714285714284,False,2,0
688,92,0.0041212844,1,3,0.026785714285714284,False,3,0
285,70,0.004022189,1,2,0.7053571428571429,False,0,2
284,70,0.004022189,1,2,0.7053571428571429,False,0,2
