id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,105h–127t,79321,0.09527539539999999,1,7,0.16461874940000004,9,False
2,593h–594t,10059,0.09527539539999999,1,7,0.1302641145,8,False
3,993h–994t,6442,0.00273142,1,2,0.027427798000000003,5,False
4,1716h–1718t,12326,0.00273142,1,2,0.0174662243,4,False
5,413h–421t,46415,0.0007980428,1,3,0.0007980428,3,False
6,291h–292t,4138,0.0007980428,1,3,0.0007980428,3,False
7,1558h–1559t,904,0.000517236,1,3,0.0013720274000000002,5,False
8,1225h–1226t,1,0.0004971172,1,3,0.0013073716,5,False
9,1205h–1206t,1079,0.0004971172,1,3,0.0013073716,5,False
10,1544h–1556t,53835,0.0002735544,1,2,0.0028760155,6,False
11,90h–91t,287,0.000257547,1,2,0.000257547,2,False
12,1327h–1328t,14668,0.00014417800000000001,1,2,0.0007406178,4,False
13,1594h–1595t,808,0.0001155513,1,2,0.0012920482,5,False
14,1584h–1585t,159,0.0001155513,1,2,0.0012920482,5,False
15,1526h–1527t,189,7.736760000000001e-05,1,2,0.0015596062000000001,6,False
16,1399h–1400t,400,7.736760000000001e-05,1,2,0.0015596062000000001,6,False
17,133h–145t,51975,7.100530000000001e-05,1,2,7.100530000000001e-05,2,False
18,1499h–1500t,134,6.4958e-05,1,2,0.000247014,3,False
19,1481h–1482t,378,6.4958e-05,1,2,0.000247014,3,False
20,1336h–1337t,248,6.16009e-05,1,2,0.0004412231,4,False
21,548h–552t,12171,0,0,0,0.025071083600000002,4,False
22,1254h–1256t,11621,0,0,0,0.012889448,3,False
23,555h–557t,23497,0,0,0,0.005072576999999999,2,False
24,1295h–1304t,43578,0,0,0,0.0048498659999999996,2,False
25,1692h–844h,30119,0,0,0,0.004540552999999999,2,False
26,248h–249t,3120,0,0,0,0.004480784999999999,2,False
27,1274h–1278t,24152,0,0,0,0.004447883999999999,2,False
28,1378h–1387t,38034,0,0,0,0.0013244346,5,False
29,1462h–1463t,792,0,0,0,0.000966516,4,False
30,553h–554t,1191,0,0,0,0.0008454164,4,False
31,1468h–1469t,345,0,0,0,0.0008217283,4,False
32,1476h–1477t,1055,0,0,0,0.0005957572,3,False
33,1236h–1249t,69723,0,0,0,0.0005947874,3,False
34,1431h–1432t,1366,0,0,0,0.0005722946,3,False
35,1653h–1654t,272,0,0,0,0.0005471728,3,False
36,1790h–1791t,522,0,0,0,0.0005471202,3,False
37,1158h–1159t,2033,0,0,0,0.0005442196000000001,3,False
38,1595h–1596t,1258,0,0,0,0.00046587859999999996,3,False
39,19h–20t,1011,0,0,0,0.0003326782,3,False
40,1087h–1090t,9650,0,0,0,0.0002858812,3,False
41,1730h–1742t,33611,0,0,0,0.0002627153,2,False
42,976h–978t,8795,0,0,0,0.0002382469,2,False
43,1567h–1568t,3859,0,0,0,0.0002103823,2,False
44,542h–543t,2034,0,0,0,0.0001825848,2,False
45,1101h–1103t,4719,0,0,0,0.0001397878,2,False
46,1793h–1794t,1137,0,0,0,0.00013944159999999998,2,False
47,1430h–1431t,2546,0,0,0,0.0001223259,2,False
48,1053h–1054t,556,0,0,0,8.01305e-05,2,False
49,1052h–1053t,1502,0,0,0,8.01305e-05,2,False
50,1309h–1310t,2726,0,0,0,5.68882e-05,2,False
51,1071h–1083t,51379,0,0,0,5.68882e-05,2,False
52,1703h–1704t,1536,0,0,0,3.83632e-05,2,False
53,588h–589t,3118,0,0,0,3.73961e-05,2,False
54,252h–253t,892,0,0,0,2.63207e-05,2,False
55,947h–951t,15217,0,0,0,0,1,True
56,936h–937t,260,0,0,0,0,0,True
57,935h–936t,519,0,0,0,0,0,True
58,911h–934t,111758,0,0,0,0,1,True
59,883h–884t,1242,0,0,0,0,0,True
60,871h–873t,7762,0,0,0,0,1,True
61,835h–836t,1,0,0,0,0,0,True
62,834h–835t,246,0,0,0,0,1,True
63,830h–831t,1,0,0,0,0,0,True
64,829h–830t,356,0,0,0,0,0,True
65,715h–742t,97062,0,0,0,0,1,True
66,714h–715t,568,0,0,0,0,0,True
67,696h–701t,16496,0,0,0,0,1,True
68,680h–681t,3716,0,0,0,0,0,True
69,679h–680t,935,0,0,0,0,0,True
70,675h–676t,33,0,0,0,0,0,True
71,671h–672t,1233,0,0,0,0,0,True
72,661h–662t,24424,0,0,0,0,0,True
73,647h–651t,9973,0,0,0,0,0,True
74,645h–646t,2549,0,0,0,0,0,True
75,626h–632t,12894,0,0,0,0,0,True
76,625h–626t,1,0,0,0,0,0,True
77,599h–619t,78030,0,0,0,0,0,True
78,594h–595t,713,0,0,0,0,0,True
79,558h–581t,110563,0,0,0,0,0,True
80,557h–558t,893,0,0,0,0,0,True
81,552h–553t,84,0,0,0,0,1,True
82,537h–538t,1,0,0,0,0,0,True
83,535h–536t,1,0,0,0,0,0,True
84,515h–517t,8104,0,0,0,0,0,True
85,511h–512t,1241,0,0,0,0,0,True
86,510h–511t,1503,0,0,0,0,0,True
87,508h–509t,1521,0,0,0,0,0,True
88,507h–508t,926,0,0,0,0,1,True
89,495h–496t,3486,0,0,0,0,0,True
90,493h–494t,1149,0,0,0,0,1,True
91,477h–478t,4126,0,0,0,0,0,True
92,472h–473t,1550,0,0,0,0,0,True
93,450h–469t,116485,0,0,0,0,1,True
94,449h–450t,4220,0,0,0,0,0,True
95,446h–447t,1,0,0,0,0,0,True
96,439h–445t,3126,0,0,0,0,0,True
97,409h–410t,1812,0,0,0,0,0,True
98,407h–408t,1,0,0,0,0,0,True
99,37h–72t,109046,0,0,0,0,1,True
100,369h–390t,54082,0,0,0,0,0,True
101,362h–366t,9442,0,0,0,0,1,True
102,354h–355t,191,0,0,0,0,0,True
103,352h–353t,1130,0,0,0,0,0,True
104,312h–346t,151830,0,0,0,0,1,True
105,307h–308t,668,0,0,0,0,0,True
106,304h–305t,3001,0,0,0,0,0,True
107,256h–257t,2740,0,0,0,0,0,True
108,255h–256t,1327,0,0,0,0,0,True
109,254h–255t,381,0,0,0,0,0,True
110,250h–251t,379,0,0,0,0,1,True
111,247h–248t,499,0,0,0,0,0,True
112,243h–244t,1,0,0,0,0,0,True
113,241h–243t,8082,0,0,0,0,0,True
114,23h–32t,28419,0,0,0,0,0,True
115,238h–239t,1667,0,0,0,0,1,True
116,212h–215t,27284,0,0,0,0,0,True
117,208h–209t,1678,0,0,0,0,0,True
118,205h–206t,635,0,0,0,0,0,True
