block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
163,1,1544.2692307692307,7.827749909076889,0.002420832,1,5,False
588,1;2,1527.7727272727273,5.151626558510147,0.0019255545999999997,1,5,False
482,1;2,1257.59375,16.131993396276233,0.0017354637,3,9,False
646,1;2,1224.6666666666667,4.284338403482568,0.0014162056000000002,1,4,False
980,2,3556.2083333333335,30.94885453812826,0.0012394383000000001,1,4,False
987,2,1906.8333333333333,28.5856413062378,0.0012394383000000001,1,4,False
977,2,2835.3333333333335,28.29114506146559,0.0012394383000000001,1,4,False
984,2,1679.8333333333333,27.42666990763228,0.0012394383000000001,1,4,False
971,2,2946.875,20.156290374636566,0.0012394383000000001,1,4,False
990,2,10202.916666666666,19.004202751555304,0.0012394383000000001,1,4,False
976,2,6964.875,16.92215633422644,0.0012394383000000001,1,4,False
981,2,3592.75,16.037066439969625,0.0012394383000000001,1,4,False
983,2,5677.875,12.454291429061712,0.0012394383000000001,1,4,False
986,2,5125.458333333333,10.029037701705095,0.0012394383000000001,1,4,False
982,2,3508.625,8.688174434252572,0.0012394383000000001,1,4,False
975,2,4141.0,8.558621384311845,0.0012394383000000001,1,4,False
985,2,4716.0,6.461423991660043,0.0012394383000000001,1,4,False
973,2,6736.416666666667,4.8383594556649285,0.0012394383000000001,1,4,False
991,2,1859.375,3.5333235062756425,0.0012394383000000001,1,4,False
319,1;2,1091.9454545454546,3.471537159232764,0.0012394383000000001,1,4,False
979,2,2421.5833333333335,3.264923004026622,0.0012394383000000001,1,4,False
988,2,7622.458333333333,1.224035901797365,0.0012394383000000001,1,4,False
989,2,1480.7083333333333,0.4545296714431547,0.0012394383000000001,1,4,False
978,2,1740.25,0.4330127018922193,0.0012394383000000001,1,4,False
974,2,7035.083333333333,0.39965262694272663,0.0012394383000000001,1,4,False
972,2,2275.0,0.0,0.0012394383000000001,1,4,False
345,1,1207.0,0.0,0.0012383888999999999,1,4,False
514,1;2,1215.642857142857,12.06593281490816,0.0012088262,1,4,False
907,2,20767.0,32.99650331124846,0.0011982957,1,4,False
908,2,8879.0,12.949606468627055,0.0011982957,1,4,False
640,1;2,1224.3225806451612,7.28403954203627,0.0011868423000000001,1,4,False
608,1,8225.28,14.616483845302875,0.0011730992,1,4,False
609,1,1649.04,6.731894235651657,0.0011730992,1,4,False
607,1,1643.2083333333333,6.480606753143481,0.0011629082,1,4,False
650,1;2,1239.6818181818182,0.4657704893617999,0.0011613599,1,4,False
647,1,1239.1025641025642,0.30338870682562136,0.0011417374,2,6,False
528,1;2,1167.9411764705883,3.661735175879039,0.0011390182,3,7,False
